X,Y,Y_hat,mAE,mSE
0.0,1.9934283060224653,1.0,1.5328494605963845,3.620564513317145
0.20408163265306123,1.1316346629637533,1.4081632653061225,1.5328494605963845,3.620564513317145
0.40816326530612246,3.11170360681363,1.816326530612245,1.5328494605963845,3.620564513317145
0.6122448979591837,5.270549508734418,2.2244897959183674,1.5328494605963845,3.620564513317145
0.8163265306122449,2.164346311777818,2.63265306122449,1.5328494605963845,3.620564513317145
1.0204081632653061,2.5725424126322514,3.0408163265306123,1.5328494605963845,3.620564513317145
1.2244897959183674,6.607405222851518,3.4489795918367347,1.5328494605963845,3.620564513317145
1.4285714285714286,5.3920123154486745,3.857142857142857,1.5328494605963845,3.620564513317145
1.6326530612244898,3.3263573505790753,4.26530612244898,1.5328494605963845,3.620564513317145
1.836734693877551,5.758589474927031,4.673469387755102,1.5328494605963845,3.620564513317145
2.0408163265306123,4.1547972674363,5.081632653061225,1.5328494605963845,3.620564513317145
2.2448979591836737,4.558336411226834,5.4897959183673475,1.5328494605963845,3.620564513317145
2.4489795918367347,6.381883726805538,5.8979591836734695,1.5328494605963845,3.620564513317145
2.6530612244897958,2.4795619596639957,6.3061224489795915,1.5328494605963845,3.620564513317145
2.857142857142857,3.264450049259649,6.714285714285714,1.5328494605963845,3.620564513317145
3.0612244897959187,5.997873921109892,7.122448979591837,1.5328494605963845,3.620564513317145
3.2653061224489797,5.504950004229112,7.530612244897959,1.5328494605963845,3.620564513317145
3.4693877551020407,8.56727017539463,7.938775510204081,1.5328494605963845,3.620564513317145
3.673469387755102,6.530890624467782,8.346938775510203,1.5328494605963845,3.620564513317145
3.8775510204081636,5.930494638145744,8.755102040816327,1.5328494605963845,3.620564513317145
4.081632653061225,12.094562843965557,9.16326530612245,1.5328494605963845,3.620564513317145
4.285714285714286,9.1198759704555,9.571428571428571,1.5328494605963845,3.620564513317145
4.4897959183673475,10.114648246110542,9.979591836734695,1.5328494605963845,3.620564513317145
4.6938775510204085,7.538258729613903,10.387755102040817,1.5328494605963845,3.620564513317145
4.8979591836734695,9.707152918296574,10.795918367346939,1.5328494605963845,3.620564513317145
5.1020408163265305,11.425926812072793,11.204081632653061,1.5328494605963845,3.620564513317145
5.3061224489795915,9.310257743114578,11.612244897959183,1.5328494605963845,3.620564513317145
5.510204081632653,12.771804199956652,12.020408163265307,1.5328494605963845,3.620564513317145
5.714285714285714,11.22729404873382,12.428571428571429,1.5328494605963845,3.620564513317145
5.918367346938775,12.253347194290997,12.83673469387755,1.5328494605963845,3.620564513317145
6.122448979591837,12.04148473472488,13.244897959183675,1.5328494605963845,3.620564513317145
6.326530612244898,17.357617593507673,13.653061224489797,1.5328494605963845,3.620564513317145
6.530612244897959,14.03423004032005,14.061224489795919,1.5328494605963845,3.620564513317145
6.73469387755102,12.353965897190239,14.46938775510204,1.5328494605963845,3.620564513317145
6.938775510204081,16.52264084461454,14.877551020408163,1.5328494605963845,3.620564513317145
7.142857142857143,12.844026985772242,15.285714285714286,1.5328494605963845,3.620564513317145
7.346938775510204,16.111604741029918,15.693877551020408,1.5328494605963845,3.620564513317145
7.551020408163265,12.182700568566977,16.10204081632653,1.5328494605963845,3.620564513317145
7.755102040816327,13.853831983835793,16.510204081632654,1.5328494605963845,3.620564513317145
7.959183673469388,17.312089818677023,16.918367346938776,1.5328494605963845,3.620564513317145
8.16326530612245,18.80346377223572,17.3265306122449,1.5328494605963845,3.620564513317145
8.36734693877551,18.07743043993096,17.73469387755102,1.5328494605963845,3.620564513317145
8.571428571428571,17.91156057808066,18.142857142857142,1.5328494605963845,3.620564513317145
8.775510204081632,17.948813016984687,18.551020408163264,1.5328494605963845,3.620564513317145
8.979591836734695,16.002139692734534,18.95918367346939,1.5328494605963845,3.620564513317145
9.183673469387756,17.927658521986096,19.367346938775512,1.5328494605963845,3.620564513317145
9.387755102040817,18.854232662162058,19.775510204081634,1.5328494605963845,3.620564513317145
9.591836734693878,22.297917921825587,20.183673469387756,1.5328494605963845,3.620564513317145
9.795918367346939,21.2790733138308,20.591836734693878,1.5328494605963845,3.620564513317145
10.0,17.47391968927453,21.0,1.5328494605963845,3.620564513317145
